"id","name","party","rank","title","committee"
"G000577","Garret Graves","majority",6,"Member","HSPW07"
"C001107","Carlos Curbelo","majority",7,"Member","HSPW07"
"R000603","David Rouzer","majority",8,"Member","HSPW07"
"Z000017","Lee M. Zeldin","majority",9,"Member","HSPW07"
"S001154","Bill Shuster","majority",10,"Ex Officio","HSPW07"
"G000559","John Garamendi","minority",1,"Ranking Member","HSPW07"
"C000984","Elijah E. Cummings","minority",2,"Member","HSPW07"
"B000911","Corrine Brown","minority",3,"Member","HSPW07"
"H001063","Janice Hahn","minority",4,"Member","HSPW07"
"F000462","Lois Frankel","minority",5,"Member","HSPW07"
"B001285","Julia Brownley","minority",6,"Member","HSPW07"
"D000191","Peter A. DeFazio","minority",7,"Ex Officio","HSPW07"
"G000546","Sam Graves","majority",1,"Chair","HSPW12"
"Y000033","Don Young","majority",2,"Member","HSPW12"
"D000533","John J. Duncan Jr.","majority",3,"Member","HSPW12"
"M000689","John L. Mica","majority",4,"Member","HSPW12"
"L000554","Frank A. LoBiondo","majority",5,"Member","HSPW12"
"H001048","Duncan Hunter","majority",6,"Member","HSPW12"
"C001087","Eric A. ""Rick"" Crawford","majority",7,"Member","HSPW12"
"B001269","Lou Barletta","majority",8,"Member","HSPW12"
"F000460","Blake Farenthold","majority",9,"Member","HSPW12"
"G000563","Bob Gibbs","majority",10,"Member","HSPW12"
"H001051","Richard L. Hanna","majority",11,"Member","HSPW12"
"W000806","Daniel Webster","majority",12,"Member","HSPW12"
"D000612","Jeff Denham","majority",13,"Member","HSPW12"
"R000587","Reid J. Ribble","majority",14,"Member","HSPW12"
"M001184","Thomas Massie","majority",15,"Member","HSPW12"
"M001187","Mark Meadows","majority",16,"Member","HSPW12"
"P000605","Scott Perry","majority",17,"Member","HSPW12"
"D000619","Rodney Davis","majority",18,"Member","HSPW12"
"W000810","Rob Woodall","majority",19,"Member","HSPW12"
"K000386","John Katko","majority",20,"Member","HSPW12"
"B001291","Brian Babin","majority",21,"Member","HSPW12"
"H001070","Cresent Hardy","majority",22,"Member","HSPW12"
"C001106","Ryan A. Costello","majority",23,"Member","HSPW12"
"G000577","Garret Graves","majority",24,"Member","HSPW12"
"W000820","Mimi Walters","majority",25,"Member","HSPW12"
"C001105","Barbara Comstock","majority",26,"Member","HSPW12"
"S001154","Bill Shuster","majority",27,"Ex Officio","HSPW12"
"N000147","Eleanor Holmes Norton","minority",1,"Ranking Member","HSPW12"
"N000002","Jerrold Nadler","minority",2,"Member","HSPW12"
"J000126","Eddie Bernice Johnson","minority",3,"Member","HSPW12"
"C001068","Steve Cohen","minority",4,"Member","HSPW12"
"S001165","Albio Sires","minority",5,"Member","HSPW12"
"E000290","Donna F. Edwards","minority",6,"Member","HSPW12"
"H001063","Janice Hahn","minority",7,"Member","HSPW12"
"N000127","Richard M. Nolan","minority",8,"Member","HSPW12"
"K000368","Ann Kirkpatrick","minority",9,"Member","HSPW12"
"T000468","Dina Titus","minority",10,"Member","HSPW12"
"M001185","Sean Patrick Maloney","minority",11,"Member","HSPW12"
"E000293","Elizabeth H. Esty","minority",12,"Member","HSPW12"
"F000462","Lois Frankel","minority",13,"Member","HSPW12"
"B001286","Cheri Bustos","minority",14,"Member","HSPW12"
"H001068","Jared Huffman","minority",15,"Member","HSPW12"
"B001285","Julia Brownley","minority",16,"Member","HSPW12"
"C001037","Michael E. Capuano","minority",17,"Member","HSPW12"
"N000179","Grace F. Napolitano","minority",18,"Member","HSPW12"
"B000911","Corrine Brown","minority",19,"Member","HSPW12"
"L000563","Daniel Lipinski","minority",20,"Member","HSPW12"
"D000191","Peter A. DeFazio","minority",21,"Ex Officio","HSPW12"
"B001269","Lou Barletta","majority",1,"Chair","HSPW13"
"C001087","Eric A. ""Rick"" Crawford","majority",2,"Member","HSPW13"
"M001184","Thomas Massie","majority",3,"Member","HSPW13"
"M001187","Mark Meadows","majority",4,"Member","HSPW13"
"P000605","Scott Perry","majority",5,"Member","HSPW13"
"C001106","Ryan A. Costello","majority",6,"Member","HSPW13"
"C001105","Barbara Comstock","majority",7,"Member","HSPW13"
"C001107","Carlos Curbelo","majority",8,"Member","HSPW13"
"R000603","David Rouzer","majority",9,"Member","HSPW13"
"S001154","Bill Shuster","majority",10,"Ex Officio","HSPW13"
"C001072","André Carson","minority",1,"Ranking Member","HSPW13"
"N000147","Eleanor Holmes Norton","minority",2,"Member","HSPW13"
"S001165","Albio Sires","minority",3,"Member","HSPW13"
"E000290","Donna F. Edwards","minority",4,"Member","HSPW13"
"T000468","Dina Titus","minority",5,"Member","HSPW13"
"D000191","Peter A. DeFazio","minority",6,"Ex Officio","HSPW13"
"D000612","Jeff Denham","majority",1,"Chair","HSPW14"
"D000533","John J. Duncan Jr.","majority",2,"Member","HSPW14"
"M000689","John L. Mica","majority",3,"Member","HSPW14"
"G000546","Sam Graves","majority",4,"Member","HSPW14"
"M001150","Candice S. Miller","majority",5,"Member","HSPW14"
"B001269","Lou Barletta","majority",6,"Member","HSPW14"
"F000460","Blake Farenthold","majority",7,"Member","HSPW14"
"H001051","Richard L. Hanna","majority",8,"Member","HSPW14"
"W000806","Daniel Webster","majority",9,"Member","HSPW14"
"P000605","Scott Perry","majority",10,"Member","HSPW14"
"R000592","Todd Rokita","majority",11,"Member","HSPW14"
"K000386","John Katko","majority",12,"Member","HSPW14"
"B001291","Brian Babin","majority",13,"Member","HSPW14"
"H001070","Cresent Hardy","majority",14,"Member","HSPW14"
"W000820","Mimi Walters","majority",15,"Member","HSPW14"
"Z000017","Lee M. Zeldin","majority",16,"Member","HSPW14"
"S001154","Bill Shuster","majority",17,"Ex Officio","HSPW14"
"C001037","Michael E. Capuano","minority",1,"Ranking Member","HSPW14"
"B000911","Corrine Brown","minority",2,"Member","HSPW14"
"L000563","Daniel Lipinski","minority",3,"Member","HSPW14"
"N000002","Jerrold Nadler","minority",4,"Member","HSPW14"
"C000984","Elijah E. Cummings","minority",5,"Member","HSPW14"
"L000560","Rick Larsen","minority",6,"Member","HSPW14"
"C001068","Steve Cohen","minority",7,"Member","HSPW14"
"S001165","Albio Sires","minority",8,"Member","HSPW14"
"N000127","Richard M. Nolan","minority",9,"Member","HSPW14"
"E000293","Elizabeth H. Esty","minority",10,"Member","HSPW14"
"N000179","Grace F. Napolitano","minority",11,"Member","HSPW14"
"H001063","Janice Hahn","minority",12,"Member","HSPW14"
"D000191","Peter A. DeFazio","minority",13,"Ex Officio","HSPW14"
"S000250","Pete Sessions","majority",1,"Chair","HSRU"
"F000450","Virginia Foxx","majority",2,"Vice Chair","HSRU"
"C001053","Tom Cole","majority",3,"Member","HSRU"
"W000810","Rob Woodall","majority",4,"Member","HSRU"
"B001248","Michael C. Burgess","majority",5,"Member","HSRU"
"S001187","Steve Stivers","majority",6,"Member","HSRU"
"C001093","Doug Collins","majority",7,"Member","HSRU"
"B001289","Bradley Byrne","majority",8,"Member","HSRU"
"N000189","Dan Newhouse","majority",9,"Member","HSRU"
"S000480","Louise McIntosh Slaughter","minority",1,"Ranking Member","HSRU"
"M000312","James P. McGovern","minority",2,"Member","HSRU"
"H000324","Alcee L. Hastings","minority",3,"Member","HSRU"
"P000598","Jared Polis","minority",4,"Member","HSRU"
"W000810","Rob Woodall","majority",1,"Chair","HSRU02"
"F000450","Virginia Foxx","majority",2,"Member","HSRU02"
"B001248","Michael C. Burgess","majority",3,"Member","HSRU02"
"B001289","Bradley Byrne","majority",4,"Member","HSRU02"
"N000189","Dan Newhouse","majority",5,"Member","HSRU02"
"H000324","Alcee L. Hastings","minority",1,"Ranking Member","HSRU02"
"P000598","Jared Polis","minority",2,"Member","HSRU02"
"S001187","Steve Stivers","majority",1,"Chair","HSRU04"
"C001093","Doug Collins","majority",2,"Member","HSRU04"
"B001289","Bradley Byrne","majority",3,"Member","HSRU04"
"N000189","Dan Newhouse","majority",4,"Member","HSRU04"
"S000250","Pete Sessions","majority",5,"Member","HSRU04"
"S000480","Louise McIntosh Slaughter","minority",1,"Ranking Member","HSRU04"
"M000312","James P. McGovern","minority",2,"Member","HSRU04"
"C000266","Steve Chabot","majority",1,"Chair","HSSM"
"K000362","Steve King","majority",2,"Member","HSSM"
"L000569","Blaine Luetkemeyer","majority",3,"Member","HSSM"
"H001051","Richard L. Hanna","majority",4,"Member","HSSM"
"H001057","Tim Huelskamp","majority",5,"Member","HSSM"
"G000564","Christopher P. Gibson","majority",6,"Member","HSSM"
"B001290","Dave Brat","majority",7,"Member","HSSM"
"R000600","Aumua Amata Coleman Radewagen","majority",8,"Member","HSSM"
"K000387","Stephen Knight","majority",9,"Member","HSSM"
"C001107","Carlos Curbelo","majority",10,"Member","HSSM"
"B001295","Mike Bost","majority",11,"Member","HSSM"
"H001070","Cresent Hardy","majority",12,"Member","HSSM"
"K000388","Trent Kelly","majority",13,"Member","HSSM"
"V000081","Nydia M. Velázquez","minority",1,"Ranking Member","HSSM"
"C001080","Judy Chu","minority",2,"Member","HSSM"
"H001063","Janice Hahn","minority",3,"Member","HSSM"
"P000604","Donald M. Payne Jr.","minority",4,"Member","HSSM"
"M001188","Grace Meng","minority",5,"Member","HSSM"
"L000581","Brenda L. Lawrence","minority",6,"Member","HSSM"
"A000370","Alma S. Adams","minority",7,"Member","HSSM"
"C001067","Yvette D. Clarke","minority",8,"Member","HSSM"
"M001196","Seth Moulton","minority",9,"Member","HSSM"
"T000473","Mark Takai","minority",10,"Member","HSSM"
"H001051","Richard L. Hanna","majority",1,"Chair","HSSM23"
"K000362","Steve King","majority",2,"Member","HSSM23"
"G000564","Christopher P. Gibson","majority",3,"Member","HSSM23"
"K000387","Stephen Knight","majority",4,"Member","HSSM23"
"H001070","Cresent Hardy","majority",5,"Member","HSSM23"
"K000388","Trent Kelly","majority",6,"Member","HSSM23"
"T000473","Mark Takai","minority",1,"Ranking Member","HSSM23"
"C001080","Judy Chu","minority",2,"Member","HSSM23"
"L000581","Brenda L. Lawrence","minority",3,"Member","HSSM23"
"C001067","Yvette D. Clarke","minority",4,"Member","HSSM23"
"H001070","Cresent Hardy","majority",1,"Chair","HSSM24"
"K000387","Stephen Knight","majority",2,"Member","HSSM24"
"B001295","Mike Bost","majority",3,"Member","HSSM24"
"A000370","Alma S. Adams","minority",1,"Ranking Member","HSSM24"
"C001107","Carlos Curbelo","majority",1,"Chair","HSSM25"
"K000362","Steve King","majority",2,"Member","HSSM25"
"L000569","Blaine Luetkemeyer","majority",3,"Member","HSSM25"
"H001057","Tim Huelskamp","majority",4,"Member","HSSM25"
"G000564","Christopher P. Gibson","majority",5,"Member","HSSM25"
"B001290","Dave Brat","majority",6,"Member","HSSM25"
"M001188","Grace Meng","minority",1,"Ranking Member","HSSM25"
"L000581","Brenda L. Lawrence","minority",2,"Member","HSSM25"
"T000473","Mark Takai","minority",3,"Member","HSSM25"
"R000600","Aumua Amata Coleman Radewagen","majority",1,"Chair","HSSM26"
"L000569","Blaine Luetkemeyer","majority",2,"Member","HSSM26"
"C001107","Carlos Curbelo","majority",3,"Member","HSSM26"
"B001295","Mike Bost","majority",4,"Member","HSSM26"
"M001196","Seth Moulton","minority",1,"Ranking Member","HSSM26"
"C001080","Judy Chu","minority",2,"Member","HSSM26"
"H001051","Richard L. Hanna","majority",2,"Member","HSSM27"
"H001057","Tim Huelskamp","majority",3,"Member","HSSM27"
"B001290","Dave Brat","majority",4,"Member","HSSM27"
"R000600","Aumua Amata Coleman Radewagen","majority",5,"Member","HSSM27"
"K000388","Trent Kelly","majority",6,"Member","HSSM27"
"C001080","Judy Chu","minority",1,"Ranking Member","HSSM27"
"H001063","Janice Hahn","minority",2,"Member","HSSM27"
"P000604","Donald M. Payne Jr.","minority",3,"Member","HSSM27"
"C001067","Yvette D. Clarke","minority",4,"Member","HSSM27"
"D000604","Charles W. Dent","majority",1,"Chair","HSSO"
"M001181","Patrick Meehan","majority",2,"Member","HSSO"
"G000566","Trey Gowdy","majority",3,"Member","HSSO"
"B001284","Susan W. Brooks","majority",4,"Member","HSSO"
"M001158","Kenny Marchant","majority",5,"Member","HSSO"
"S001156","Linda T. Sánchez","minority",1,"Ranking Member","HSSO"
"C001037","Michael E. Capuano","minority",2,"Member","HSSO"
"C001067","Yvette D. Clarke","minority",3,"Member","HSSO"
"D000610","Theodore E. Deutch","minority",4,"Member","HSSO"
"L000557","John B. Larson","minority",5,"Member","HSSO"
"S000583","Lamar Smith","majority",1,"Chair","HSSY"
"S000244","F. James Sensenbrenner Jr.","majority",2,"Member","HSSY"
"R000409","Dana Rohrabacher","majority",3,"Member","HSSY"
"L000491","Frank D. Lucas","majority",4,"Vice Chair","HSSY"
"N000182","Randy Neugebauer","majority",5,"Member","HSSY"
"M001157","Michael T. McCaul","majority",6,"Member","HSSY"
"B001274","Mo Brooks","majority",7,"Member","HSSY"
"H001059","Randy Hultgren","majority",8,"Member","HSSY"
"P000599","Bill Posey","majority",9,"Member","HSSY"
"M001184","Thomas Massie","majority",10,"Member","HSSY"
"B001283","Jim Bridenstine","majority",11,"Member","HSSY"
"W000814","Randy K. Weber Sr.","majority",12,"Member","HSSY"
"J000292","Bill Johnson","majority",13,"Member","HSSY"
"M001194","John R. Moolenaar","majority",14,"Member","HSSY"
"K000387","Stephen Knight","majority",15,"Member","HSSY"
"B001291","Brian Babin","majority",16,"Member","HSSY"
"W000821","Bruce Westerman","majority",17,"Member","HSSY"
"C001105","Barbara Comstock","majority",18,"Member","HSSY"
"P000609","Gary J. Palmer","majority",19,"Member","HSSY"
"L000583","Barry Loudermilk","majority",20,"Member","HSSY"
"A000374","Ralph Lee Abraham","majority",21,"Member","HSSY"
"L000585","Darin LaHood","majority",22,"Member","HSSY"
"J000126","Eddie Bernice Johnson","minority",1,"Ranking Member","HSSY"
"L000397","Zoe Lofgren","minority",2,"Member","HSSY"
"L000563","Daniel Lipinski","minority",3,"Member","HSSY"
"E000290","Donna F. Edwards","minority",4,"Member","HSSY"
"B001278","Suzanne Bonamici","minority",5,"Member","HSSY"
"S001193","Eric Swalwell","minority",6,"Member","HSSY"
"G000556","Alan Grayson","minority",7,"Member","HSSY"
"B001287","Ami Bera","minority",8,"Member","HSSY"
"E000293","Elizabeth H. Esty","minority",9,"Member","HSSY"
"V000131","Marc A. Veasey","minority",10,"Member","HSSY"
"C001101","Katherine M. Clark","minority",11,"Member","HSSY"
"B001292","Donald S. Beyer Jr.","minority",12,"Member","HSSY"
"P000593","Ed Perlmutter","minority",13,"Member","HSSY"
"T000469","Paul Tonko","minority",14,"Member","HSSY"
"T000472","Mark Takano","minority",15,"Member","HSSY"
"F000454","Bill Foster","minority",16,"Member","HSSY"
"C001105","Barbara Comstock","majority",1,"Chair","HSSY15"
"L000491","Frank D. Lucas","majority",2,"Member","HSSY15"
"M001157","Michael T. McCaul","majority",3,"Member","HSSY15"
"H001059","Randy Hultgren","majority",4,"Member","HSSY15"
"M001194","John R. Moolenaar","majority",5,"Vice Chair","HSSY15"
"W000821","Bruce Westerman","majority",6,"Member","HSSY15"
"P000609","Gary J. Palmer","majority",7,"Member","HSSY15"
"A000374","Ralph Lee Abraham","majority",8,"Member","HSSY15"
"L000585","Darin LaHood","majority",9,"Member","HSSY15"
"S000583","Lamar Smith","majority",10,"Ex Officio","HSSY15"
"L000563","Daniel Lipinski","minority",1,"Ranking Member","HSSY15"
"E000293","Elizabeth H. Esty","minority",2,"Member","HSSY15"
"C001101","Katherine M. Clark","minority",3,"Member","HSSY15"
"T000469","Paul Tonko","minority",4,"Member","HSSY15"
"B001278","Suzanne Bonamici","minority",5,"Member","HSSY15"
"S001193","Eric Swalwell","minority",6,"Member","HSSY15"
"J000126","Eddie Bernice Johnson","minority",7,"Ex Officio","HSSY15"
"B001291","Brian Babin","majority",1,"Chair","HSSY16"
"R000409","Dana Rohrabacher","majority",2,"Member","HSSY16"
"L000491","Frank D. Lucas","majority",3,"Member","HSSY16"
"M001157","Michael T. McCaul","majority",4,"Member","HSSY16"
"B001274","Mo Brooks","majority",5,"Vice Chair","HSSY16"
"P000599","Bill Posey","majority",6,"Member","HSSY16"
"B001283","Jim Bridenstine","majority",7,"Member","HSSY16"
"J000292","Bill Johnson","majority",8,"Member","HSSY16"
"K000387","Stephen Knight","majority",9,"Member","HSSY16"
"S000583","Lamar Smith","majority",10,"Ex Officio","HSSY16"
"E000290","Donna F. Edwards","minority",1,"Ranking Member","HSSY16"
"B001287","Ami Bera","minority",2,"Member","HSSY16"
"L000397","Zoe Lofgren","minority",3,"Member","HSSY16"
"P000593","Ed Perlmutter","minority",4,"Member","HSSY16"
"V000131","Marc A. Veasey","minority",5,"Member","HSSY16"
"B001292","Donald S. Beyer Jr.","minority",6,"Member","HSSY16"
"J000126","Eddie Bernice Johnson","minority",7,"Ex Officio","HSSY16"
"B001283","Jim Bridenstine","majority",1,"Chair","HSSY18"
"S000244","F. James Sensenbrenner Jr.","majority",2,"Member","HSSY18"
"N000182","Randy Neugebauer","majority",3,"Member","HSSY18"
"W000814","Randy K. Weber Sr.","majority",4,"Member","HSSY18"
"M001194","John R. Moolenaar","majority",5,"Member","HSSY18"
"B001291","Brian Babin","majority",6,"Member","HSSY18"
"W000821","Bruce Westerman","majority",7,"Vice Chair","HSSY18"
"P000609","Gary J. Palmer","majority",8,"Member","HSSY18"
"A000374","Ralph Lee Abraham","majority",9,"Member","HSSY18"
"S000583","Lamar Smith","majority",10,"Ex Officio","HSSY18"
"B001278","Suzanne Bonamici","minority",1,"Ranking Member","HSSY18"
"E000290","Donna F. Edwards","minority",2,"Member","HSSY18"
"G000556","Alan Grayson","minority",3,"Member","HSSY18"
"B001287","Ami Bera","minority",4,"Member","HSSY18"
"T000472","Mark Takano","minority",5,"Member","HSSY18"
"F000454","Bill Foster","minority",6,"Member","HSSY18"
"J000126","Eddie Bernice Johnson","minority",7,"Ex Officio","HSSY18"
"W000814","Randy K. Weber Sr.","majority",1,"Chair","HSSY20"
"R000409","Dana Rohrabacher","majority",2,"Member","HSSY20"
"N000182","Randy Neugebauer","majority",3,"Member","HSSY20"
"B001274","Mo Brooks","majority",4,"Member","HSSY20"
"H001059","Randy Hultgren","majority",5,"Member","HSSY20"
"M001184","Thomas Massie","majority",6,"Member","HSSY20"
"K000387","Stephen Knight","majority",7,"Vice Chair","HSSY20"
"C001105","Barbara Comstock","majority",8,"Member","HSSY20"
"L000583","Barry Loudermilk","majority",9,"Member","HSSY20"
"S000583","Lamar Smith","majority",10,"Ex Officio","HSSY20"
"G000556","Alan Grayson","minority",1,"Ranking Member","HSSY20"
"S001193","Eric Swalwell","minority",2,"Member","HSSY20"
"V000131","Marc A. Veasey","minority",3,"Member","HSSY20"
"L000563","Daniel Lipinski","minority",4,"Member","HSSY20"
"C001101","Katherine M. Clark","minority",5,"Member","HSSY20"
"P000593","Ed Perlmutter","minority",6,"Member","HSSY20"
"J000126","Eddie Bernice Johnson","minority",7,"Ex Officio","HSSY20"
"L000583","Barry Loudermilk","majority",1,"Chair","HSSY21"
"S000244","F. James Sensenbrenner Jr.","majority",2,"Member","HSSY21"
"P000599","Bill Posey","majority",3,"Member","HSSY21"
"M001184","Thomas Massie","majority",4,"Member","HSSY21"
"J000292","Bill Johnson","majority",5,"Vice Chair","HSSY21"
"L000585","Darin LaHood","majority",6,"Member","HSSY21"
"S000583","Lamar Smith","majority",7,"Ex Officio","HSSY21"
"B001292","Donald S. Beyer Jr.","minority",1,"Ranking Member","HSSY21"
"G000556","Alan Grayson","minority",2,"Member","HSSY21"
"L000397","Zoe Lofgren","minority",3,"Member","HSSY21"
"J000126","Eddie Bernice Johnson","minority",5,"Ex Officio","HSSY21"
"M001144","Jeff Miller","majority",1,"Chair","HSVR"
"L000564","Doug Lamborn","majority",2,"Member","HSVR"
"B001257","Gus M. Bilirakis","majority",3,"Member","HSVR"
"R000582","David P. Roe","majority",4,"Member","HSVR"
"B001271","Dan Benishek","majority",5,"Member","HSVR"
"H001057","Tim Huelskamp","majority",6,"Member","HSVR"
"C001077","Mike Coffman","majority",7,"Member","HSVR"
"W000815","Brad R. Wenstrup","majority",8,"Member","HSVR"
"W000813","Jackie Walorski","majority",9,"Member","HSVR"
"A000374","Ralph Lee Abraham","majority",10,"Member","HSVR"
"Z000017","Lee M. Zeldin","majority",11,"Member","HSVR"
"C001106","Ryan A. Costello","majority",12,"Member","HSVR"
"R000600","Aumua Amata Coleman Radewagen","majority",13,"Member","HSVR"
"B001295","Mike Bost","majority",14,"Member","HSVR"
"B000911","Corrine Brown","minority",1,"Ranking Member","HSVR"
"T000472","Mark Takano","minority",2,"Member","HSVR"
"B001285","Julia Brownley","minority",3,"Member","HSVR"
"T000468","Dina Titus","minority",4,"Member","HSVR"
"R000599","Raul Ruiz","minority",5,"Member","HSVR"
"K000382","Ann M. Kuster","minority",6,"Member","HSVR"
"O000170","Beto O'Rourke","minority",7,"Member","HSVR"
"R000602","Kathleen M. Rice","minority",8,"Member","HSVR"
"W000799","Timothy J. Walz","minority",9,"Member","HSVR"
"M001166","Jerry McNerney","minority",10,"Member","HSVR"
"B001271","Dan Benishek","majority",1,"Chair","HSVR03"
"B001257","Gus M. Bilirakis","majority",2,"Member","HSVR03"
"R000582","David P. Roe","majority",3,"Member","HSVR03"
"H001057","Tim Huelskamp","majority",4,"Member","HSVR03"
"C001077","Mike Coffman","majority",5,"Member","HSVR03"
"W000815","Brad R. Wenstrup","majority",6,"Member","HSVR03"
"A000374","Ralph Lee Abraham","majority",7,"Member","HSVR03"
"B001285","Julia Brownley","minority",1,"Ranking Member","HSVR03"
"T000472","Mark Takano","minority",2,"Member","HSVR03"
"R000599","Raul Ruiz","minority",3,"Member","HSVR03"
"K000382","Ann M. Kuster","minority",4,"Member","HSVR03"
"O000170","Beto O'Rourke","minority",5,"Member","HSVR03"
"C001077","Mike Coffman","majority",1,"Chair","HSVR08"
"L000564","Doug Lamborn","majority",2,"Member","HSVR08"
"R000582","David P. Roe","majority",3,"Member","HSVR08"
"B001271","Dan Benishek","majority",4,"Member","HSVR08"
"H001057","Tim Huelskamp","majority",5,"Member","HSVR08"
"W000813","Jackie Walorski","majority",6,"Member","HSVR08"
"K000382","Ann M. Kuster","minority",1,"Ranking Member","HSVR08"
"O000170","Beto O'Rourke","minority",2,"Member","HSVR08"
"R000602","Kathleen M. Rice","minority",3,"Member","HSVR08"
"W000799","Timothy J. Walz","minority",4,"Member","HSVR08"
"A000374","Ralph Lee Abraham","majority",1,"Chair","HSVR09"
"L000564","Doug Lamborn","majority",2,"Member","HSVR09"
"Z000017","Lee M. Zeldin","majority",3,"Member","HSVR09"
"C001106","Ryan A. Costello","majority",4,"Member","HSVR09"
"B001295","Mike Bost","majority",5,"Member","HSVR09"
"T000468","Dina Titus","minority",1,"Ranking Member","HSVR09"
"B001285","Julia Brownley","minority",2,"Member","HSVR09"
"R000599","Raul Ruiz","minority",3,"Member","HSVR09"
"W000815","Brad R. Wenstrup","majority",1,"Chair","HSVR10"
"Z000017","Lee M. Zeldin","majority",2,"Member","HSVR10"
"R000600","Aumua Amata Coleman Radewagen","majority",3,"Member","HSVR10"
"C001106","Ryan A. Costello","majority",4,"Member","HSVR10"
"B001295","Mike Bost","majority",5,"Member","HSVR10"
"T000472","Mark Takano","minority",1,"Ranking Member","HSVR10"
"T000468","Dina Titus","minority",2,"Member","HSVR10"
"R000602","Kathleen M. Rice","minority",3,"Member","HSVR10"
"M001166","Jerry McNerney","minority",4,"Member","HSVR10"
"B000755","Kevin Brady","majority",1,"Chair","HSWM"
"J000174","Sam Johnson","majority",2,"Member","HSWM"
"N000181","Devin Nunes","majority",3,"Member","HSWM"
"T000462","Patrick J. Tiberi","majority",4,"Member","HSWM"
"R000578","David G. Reichert","majority",5,"Member","HSWM"
"B001255","Charles W. Boustany Jr.","majority",6,"Member","HSWM"
"R000580","Peter J. Roskam","majority",7,"Member","HSWM"
"P000591","Tom Price","majority",8,"Member","HSWM"
"B001260","Vern Buchanan","majority",9,"Member","HSWM"
"S001172","Adrian Smith","majority",10,"Member","HSWM"
"J000290","Lynn Jenkins","majority",11,"Member","HSWM"
"P000594","Erik Paulsen","majority",12,"Member","HSWM"
"M001158","Kenny Marchant","majority",13,"Member","HSWM"
"B001273","Diane Black","majority",14,"Member","HSWM"
"R000585","Tom Reed","majority",15,"Member","HSWM"
"Y000064","Todd C. Young","majority",16,"Member","HSWM"
"K000376","Mike Kelly","majority",17,"Member","HSWM"
"R000586","James B. Renacci","majority",18,"Member","HSWM"
"M001181","Patrick Meehan","majority",19,"Member","HSWM"
"N000184","Kristi L. Noem","majority",20,"Member","HSWM"
"H001065","George Holding","majority",21,"Member","HSWM"
"S001195","Jason Smith","majority",22,"Member","HSWM"
"D000613","Robert J. Dold","majority",23,"Member","HSWM"
"R000597","Tom Rice","majority",24,"Member","HSWM"
"L000263","Sander M. Levin","minority",1,"Ranking Member","HSWM"
"R000053","Charles B. Rangel","minority",2,"Member","HSWM"
"M000404","Jim McDermott","minority",3,"Member","HSWM"
"L000287","John Lewis","minority",4,"Member","HSWM"
"N000015","Richard E. Neal","minority",5,"Member","HSWM"
"B000287","Xavier Becerra","minority",6,"Member","HSWM"
"D000399","Lloyd Doggett","minority",7,"Member","HSWM"
"T000460","Mike Thompson","minority",8,"Member","HSWM"
"L000557","John B. Larson","minority",9,"Member","HSWM"
"B000574","Earl Blumenauer","minority",10,"Member","HSWM"
"K000188","Ron Kind","minority",11,"Member","HSWM"
"P000096","Bill Pascrell Jr.","minority",12,"Member","HSWM"
"C001038","Joseph Crowley","minority",13,"Member","HSWM"
"D000096","Danny K. Davis","minority",14,"Member","HSWM"
"S001156","Linda T. Sánchez","minority",15,"Member","HSWM"
"J000174","Sam Johnson","majority",1,"Chair","HSWM01"
"D000613","Robert J. Dold","majority",2,"Member","HSWM01"
"B001260","Vern Buchanan","majority",3,"Member","HSWM01"
"S001172","Adrian Smith","majority",4,"Member","HSWM01"
"K000376","Mike Kelly","majority",5,"Member","HSWM01"
"R000586","James B. Renacci","majority",6,"Member","HSWM01"
"R000597","Tom Rice","majority",7,"Member","HSWM01"
"B000287","Xavier Becerra","minority",1,"Ranking Member","HSWM01"
"L000557","John B. Larson","minority",2,"Member","HSWM01"
"B000574","Earl Blumenauer","minority",3,"Member","HSWM01"
"M000404","Jim McDermott","minority",4,"Member","HSWM01"
"T000462","Patrick J. Tiberi","majority",2,"Chair","HSWM02"
"J000174","Sam Johnson","majority",3,"Member","HSWM02"
"N000181","Devin Nunes","majority",4,"Member","HSWM02"
"R000580","Peter J. Roskam","majority",5,"Member","HSWM02"
"P000591","Tom Price","majority",6,"Member","HSWM02"
"B001260","Vern Buchanan","majority",7,"Member","HSWM02"
"S001172","Adrian Smith","majority",8,"Member","HSWM02"
"J000290","Lynn Jenkins","majority",9,"Member","HSWM02"
"M001158","Kenny Marchant","majority",10,"Member","HSWM02"
"B001273","Diane Black","majority",11,"Member","HSWM02"
"P000594","Erik Paulsen","majority",12,"Member","HSWM02"
"M000404","Jim McDermott","minority",1,"Ranking Member","HSWM02"
"T000460","Mike Thompson","minority",2,"Member","HSWM02"
"K000188","Ron Kind","minority",3,"Member","HSWM02"
"B000574","Earl Blumenauer","minority",4,"Member","HSWM02"
"P000096","Bill Pascrell Jr.","minority",5,"Member","HSWM02"
"D000096","Danny K. Davis","minority",6,"Member","HSWM02"
"L000287","John Lewis","minority",7,"Member","HSWM02"
"B001260","Vern Buchanan","majority",1,"Chair","HSWM03"
"N000184","Kristi L. Noem","majority",2,"Member","HSWM03"
"S001195","Jason Smith","majority",3,"Member","HSWM03"
"D000613","Robert J. Dold","majority",4,"Member","HSWM03"
"R000597","Tom Rice","majority",5,"Member","HSWM03"
"R000585","Tom Reed","majority",6,"Member","HSWM03"
"R000578","David G. Reichert","majority",7,"Member","HSWM03"
