"name","name-matched","type","state","party","committee-id","committee","title","rank","score"
"Ribble, Reid","Reid J. Ribble","Representative","WI","R","HSFA","House Committee on Foreign Affairs","Member",22,177
"Ribble, Reid","Reid J. Ribble","Representative","WI","R","HSFA14","Europe, Eurasia, and Emerging Threats","Member",7,177
"Ribble, Reid","Reid J. Ribble","Representative","WI","R","HSFA18","Terrorism, Nonproliferation, and Trade","Member",6,177
"Ribble, Reid","Reid J. Ribble","Representative","WI","R","HSPW","House Committee on Transportation and Infrastructure","Member",16,177
"Ribble, Reid","Reid J. Ribble","Representative","WI","R","HSPW02","Water Resources and Environment","Member",7,177
"Ribble, Reid","Reid J. Ribble","Representative","WI","R","HSPW05","Aviation","Member",9,177
"Ribble, Reid","Reid J. Ribble","Representative","WI","R","HSPW12","Highways and Transit","Member",14,177
"Zeldin, Lee","Lee M. Zeldin","Representative","NY","R","HSFA","House Committee on Foreign Affairs","Member",24,146
"Zeldin, Lee","Lee M. Zeldin","Representative","NY","R","HSFA13","The Middle East and North Africa","Member",11,146
"Zeldin, Lee","Lee M. Zeldin","Representative","NY","R","HSFA18","Terrorism, Nonproliferation, and Trade","Member",7,146
"Zeldin, Lee","Lee M. Zeldin","Representative","NY","R","HSPW","House Committee on Transportation and Infrastructure","Member",33,146
"Zeldin, Lee","Lee M. Zeldin","Representative","NY","R","HSPW05","Aviation","Member",19,146
"Zeldin, Lee","Lee M. Zeldin","Representative","NY","R","HSPW07","Coast Guard and Maritime Transportation","Member",9,146
"Zeldin, Lee","Lee M. Zeldin","Representative","NY","R","HSPW14","Railroads, Pipelines, and Hazardous Materials","Member",16,146
"Zeldin, Lee","Lee M. Zeldin","Representative","NY","R","HSVR","House Committee on Veterans' Affairs","Member",11,146
"Zeldin, Lee","Lee M. Zeldin","Representative","NY","R","HSVR09","Disability Assistance and Memorial Affairs","Member",3,146
"Zeldin, Lee","Lee M. Zeldin","Representative","NY","R","HSVR10","Economic Opportunity","Member",2,146
"Boozman, John","John Boozman","Senator","AR","R","JCSE","Commission on Security and Cooperation in Europe","Member",3,8178
"Boozman, John","John Boozman","Senator","AR","R","JSPR","Joint Committee on Printing","Member",3,8178
"Boozman, John","John Boozman","Senator","AR","R","SSAF","Senate Committee on Agriculture, Nutrition, and Forestry","Member",4,8178
"Boozman, John","John Boozman","Senator","AR","R","SSAF13","Commodities, Risk Management and Trade","Chairman",1,8178
"Boozman, John","John Boozman","Senator","AR","R","SSAF14","Conservation, Forestry and Natural Resources","Member",4,8178
"Boozman, John","John Boozman","Senator","AR","R","SSAF16","Nutrition, Specialty Crops, and Agricultural Research","Member",3,8178
"Boozman, John","John Boozman","Senator","AR","R","SSAP","Senate Committee on Appropriations","Member",12,8178
"Boozman, John","John Boozman","Senator","AR","R","SSAP16","Commerce, Justice, Science, and Related Agencies","Member",7,8178
"Boozman, John","John Boozman","Senator","AR","R","SSAP19","Military Construction and Veterans Affairs, and Related Agencies","Member",6,8178
"Boozman, John","John Boozman","Senator","AR","R","SSAP20","State, Foreign Operations, and Related Programs","Member",5,8178
"Boozman, John","John Boozman","Senator","AR","R","SSAP23","Financial Services and General Government","Chairman",1,8178
"Boozman, John","John Boozman","Senator","AR","R","SSAP24","Transportation, Housing and Urban Development, and Related Agencies","Member",6,8178
"Boozman, John","John Boozman","Senator","AR","R","SSEV","Senate Committee on Environment and Public Works","Member",6,8178
"Boozman, John","John Boozman","Senator","AR","R","SSEV08","Transportation and Infrastructure","Member",5,8178
"Boozman, John","John Boozman","Senator","AR","R","SSEV09","Superfund, Waste Management, and Regulatory Oversight","Member",4,8178
"Boozman, John","John Boozman","Senator","AR","R","SSEV15","Fisheries, Water, and Wildlife","Member",4,8178
"Boozman, John","John Boozman","Senator","AR","R","SSRA","Senate Committee on Rules and Administration","Member",9,8178
"Boozman, John","John Boozman","Senator","AR","R","SSVA","Senate Committee on Veterans' Affairs","Member",3,8178
"Aguilar, Pete","Pete Aguilar","Representative","CA","D","HSAG","House Committee on Agriculture","Member",15,8178
"Aguilar, Pete","Pete Aguilar","Representative","CA","D","HSAG03","Nutrition","Member",5,8178
"Aguilar, Pete","Pete Aguilar","Representative","CA","D","HSAG22","Commodity Exchanges, Energy, and Credit","Member",5,8178
"Aguilar, Pete","Pete Aguilar","Representative","CA","D","HSAS","House Committee on Armed Services","Member",27,8178
"Aguilar, Pete","Pete Aguilar","Representative","CA","D","HSAS26","Emerging Threats and Capabilities","Member",8,8178
"Aguilar, Pete","Pete Aguilar","Representative","CA","D","HSAS29","Strategic Forces","Member",7,8178
"Bilirakis, Gus","Gus M. Bilirakis","Representative","FL","R","HSIF","House Committee on Energy and Commerce","Member",21,1039
"Bilirakis, Gus","Gus M. Bilirakis","Representative","FL","R","HSIF14","Health","Member",11,1039
"Bilirakis, Gus","Gus M. Bilirakis","Representative","FL","R","HSIF16","Communications and Technology","Member",11,1039
"Bilirakis, Gus","Gus M. Bilirakis","Representative","FL","R","HSIF17","Commerce, Manufacturing, and Trade","Member",9,1039
"Bilirakis, Gus","Gus M. Bilirakis","Representative","FL","R","HSVR","House Committee on Veterans' Affairs","Member",3,1039
"Bilirakis, Gus","Gus M. Bilirakis","Representative","FL","R","HSVR03","Health","Member",2,1039
"Brooks, Susan","Susan W. Brooks","Representative","IN","R","HLZI","House Select Committee on the Events Surrounding the 2012 Terrorist Attack in Benghazi","Member",7,240
"Brooks, Susan","Susan W. Brooks","Representative","IN","R","HSIF","House Committee on Energy and Commerce","Member",27,240
"Brooks, Susan","Susan W. Brooks","Representative","IN","R","HSIF02","Oversight and Investigations","Member",8,240
"Brooks, Susan","Susan W. Brooks","Representative","IN","R","HSIF14","Health","Member",15,240
"Brooks, Susan","Susan W. Brooks","Representative","IN","R","HSIF17","Commerce, Manufacturing, and Trade","Member",10,240
"Brooks, Susan","Susan W. Brooks","Representative","IN","R","HSSO","House Committee on Ethics","Member",4,240
"Bucshon, Larry","Larry Bucshon","Representative","IN","R","HSIF","House Committee on Energy and Commerce","Member",25,16369
"Bucshon, Larry","Larry Bucshon","Representative","IN","R","HSIF02","Oversight and Investigations","Member",6,16369
"Bucshon, Larry","Larry Bucshon","Representative","IN","R","HSIF14","Health","Member",14,16369
"Bucshon, Larry","Larry Bucshon","Representative","IN","R","HSIF18","Environment and the Economy","Member",9,16369
"Israel, Steve","Steve Israel","Representative","NY","D","HSAP","House Committee on Appropriations","Member",14,8178
"Israel, Steve","Steve Israel","Representative","NY","D","HSAP02","Defense","Member",3,8178
"Israel, Steve","Steve Israel","Representative","NY","D","HSAP06","Interior, Environment, and Related Agencies","Member",4,8178
"Lieu, Ted","Ted Lieu","Representative","CA","D","HSBU","House Committee on the Budget","Member",12,502
"Lieu, Ted","Ted Lieu","Representative","CA","D","HSGO","House Committee on Oversight and Government Reform","Member",12,502
"Lieu, Ted","Ted Lieu","Representative","CA","D","HSGO06","National Security","Member",2,502
"Lieu, Ted","Ted Lieu","Representative","CA","D","HSGO25","Information Technology","Member",4,502
"Ruiz, Raul","Raul Ruiz","Representative","CA","D","HSII","House Committee on Natural Resources","Member",9,1013
"Ruiz, Raul","Raul Ruiz","Representative","CA","D","HSII13","Water, Power and Oceans","Member",7,1013
"Ruiz, Raul","Raul Ruiz","Representative","CA","D","HSII24","Indian, Insular and Alaska Native Affairs","Ranking Member",1,1013
"Ruiz, Raul","Raul Ruiz","Representative","CA","D","HSVR","House Committee on Veterans' Affairs","Member",5,1013
"Ruiz, Raul","Raul Ruiz","Representative","CA","D","HSVR03","Health","Member",3,1013
"Ruiz, Raul","Raul Ruiz","Representative","CA","D","HSVR09","Disability Assistance and Memorial Affairs","Member",3,1013
"Schultz, Debbie Wasserman","Debbie Wasserman Schultz","Representative","FL","D","HSAP","House Committee on Appropriations","Member",17,33554406
"Schultz, Debbie Wasserman","Debbie Wasserman Schultz","Representative","FL","D","HSAP04","State, Foreign Operations, and Related Programs","Member",4,33554406
"Schultz, Debbie Wasserman","Debbie Wasserman Schultz","Representative","FL","D","HSAP24","Legislative Branch","Ranking Member",1,33554406
"Sewell, Terri A","Terri A. Sewell","Representative","AL","D","HLIG","House Permanent Select Committee on Intelligence","Member",4,494
"Sewell, Terri A","Terri A. Sewell","Representative","AL","D","HLIG03","Emerging Threats","Member",2,494
"Sewell, Terri A","Terri A. Sewell","Representative","AL","D","HLIG04","Department of Defense Intelligence and Overhead Architecture","Ranking Member",1,494
"Sewell, Terri A","Terri A. Sewell","Representative","AL","D","HSBA","House Committee on Financial Services","Member",18,494
"Sewell, Terri A","Terri A. Sewell","Representative","AL","D","HSBA16","Capital Markets and Government Sponsored Enterprises","Member",12,494
"Sewell, Terri A","Terri A. Sewell","Representative","AL","D","HSBA20","Monetary Policy and Trade","Member",6,494
"Bennet, Michael F","Michael F. Bennet","Senator","CO","D","SSAF","Senate Committee on Agriculture, Nutrition, and Forestry","Member",5,1260
"Bennet, Michael F","Michael F. Bennet","Senator","CO","D","SSAF13","Commodities, Risk Management and Trade","Member",5,1260
"Bennet, Michael F","Michael F. Bennet","Senator","CO","D","SSAF14","Conservation, Forestry and Natural Resources","Ranking Member",1,1260
"Bennet, Michael F","Michael F. Bennet","Senator","CO","D","SSAF15","Rural Development and Energy","Member",4,1260
"Bennet, Michael F","Michael F. Bennet","Senator","CO","D","SSAF16","Nutrition, Specialty Crops, and Agricultural Research","Member",5,1260
"Bennet, Michael F","Michael F. Bennet","Senator","CO","D","SSFI","Senate Committee on Finance","Member",10,1260
"Bennet, Michael F","Michael F. Bennet","Senator","CO","D","SSFI11","Taxation and IRS Oversight","Member",7,1260
"Bennet, Michael F","Michael F. Bennet","Senator","CO","D","SSFI12","Energy, Natural Resources, and Infrastructure","Ranking Member",1,1260
"Bennet, Michael F","Michael F. Bennet","Senator","CO","D","SSHR","Senate Committee on Health, Education, Labor, and Pensions","Member",6,1260
"Bennet, Michael F","Michael F. Bennet","Senator","CO","D","SSHR09","Children and Families","Member",5,1260
"Bennet, Michael F","Michael F. Bennet","Senator","CO","D","SSHR12","Primary Health and Retirement Security","Member",3,1260
"Murphy, Patrick","Patrick Murphy","Senator","FL","D","HLIG","House Permanent Select Committee on Intelligence","Member",9,32752
"Murphy, Patrick","Patrick Murphy","Senator","FL","D","HLIG02","National Security Agency and Cybersecurity","Member",4,32752
"Murphy, Patrick","Patrick Murphy","Senator","FL","D","HLIG04","Department of Defense Intelligence and Overhead Architecture","Member",4,32752
"Murphy, Patrick","Patrick Murphy","Senator","FL","D","HSBA","House Committee on Financial Services","Member",21,32752
"Murphy, Patrick","Patrick Murphy","Senator","FL","D","HSBA16","Capital Markets and Government Sponsored Enterprises","Member",13,32752
"Murphy, Patrick","Patrick Murphy","Senator","FL","D","HSBA20","Monetary Policy and Trade","Member",7,32752
"Schweikert, David","David Schweikert","Representative","AZ","R","HSBA","House Committee on Financial Services","Member",27,131054
"Schweikert, David","David Schweikert","Representative","AZ","R","HSBA16","Capital Markets and Government Sponsored Enterprises","Member",15,131054
"Schweikert, David","David Schweikert","Representative","AZ","R","HSBA20","Monetary Policy and Trade","Member",9,131054
"Waters, Maxine","Maxine Waters","Representative","CA","D","HSBA","House Committee on Financial Services","Ranking Member",1,16369
"Waters, Maxine","Maxine Waters","Representative","CA","D","HSBA04","Housing and Insurance","Ex Officio",10,16369
"Waters, Maxine","Maxine Waters","Representative","CA","D","HSBA09","Oversight and Investigations","Ex Officio",10,16369
"Waters, Maxine","Maxine Waters","Representative","CA","D","HSBA15","Financial Institutions and Consumer Credit","Ex Officio",14,16369
"Waters, Maxine","Maxine Waters","Representative","CA","D","HSBA16","Capital Markets and Government Sponsored Enterprises","Ex Officio",14,16369
"Waters, Maxine","Maxine Waters","Representative","CA","D","HSBA20","Monetary Policy and Trade","Ex Officio",10,16369
"Becerra, Xavier","Xavier Becerra","Representative","CA","D","HSWM","House Committee on Ways and Means","Member",6,32752
"Becerra, Xavier","Xavier Becerra","Representative","CA","D","HSWM01","Social Security","Ranking Member",1,32752
"Crenshaw, Ander","Ander Crenshaw","Representative","FL","R","HSAP","House Committee on Appropriations","Member",7,32752
"Crenshaw, Ander","Ander Crenshaw","Representative","FL","R","HSAP02","Defense","Member",3,32752
"Crenshaw, Ander","Ander Crenshaw","Representative","FL","R","HSAP04","State, Foreign Operations, and Related Programs","Member",4,32752
"Crenshaw, Ander","Ander Crenshaw","Representative","FL","R","HSAP23","Financial Services and General Government","Chair",1,32752
"Engel, Eliot L","Eliot L. Engel","Representative","NY","D","HSFA","House Committee on Foreign Affairs","Ranking Member",1,367
"Engel, Eliot L","Eliot L. Engel","Representative","NY","D","HSIF","House Committee on Energy and Commerce","Member",4,367
"Engel, Eliot L","Eliot L. Engel","Representative","NY","D","HSIF03","Energy and Power","Member",4,367
"Engel, Eliot L","Eliot L. Engel","Representative","NY","D","HSIF14","Health","Member",2,367
"Johnson, Sam","Sam Johnson","Representative","TX","R","HSWM","House Committee on Ways and Means","Member",2,4083
"Johnson, Sam","Sam Johnson","Representative","TX","R","HSWM01","Social Security","Chair",1,4083
"Johnson, Sam","Sam Johnson","Representative","TX","R","HSWM02","Health","Member",3,4083
"Johnson, Sam","Sam Johnson","Representative","TX","R","JSTX","Joint Committee on Taxation","Member",2,4083
"Loebsack, David","David Loebsack","Representative","IA","D","HSIF","House Committee on Energy and Commerce","Member",20,32752
"Loebsack, David","David Loebsack","Representative","IA","D","HSIF03","Energy and Power","Member",12,32752
"Loebsack, David","David Loebsack","Representative","IA","D","HSIF16","Communications and Technology","Member",6,32752
"McNerney, Jerry","Jerry McNerney","Representative","CA","D","HSIF","House Committee on Energy and Commerce","Member",14,32752
"McNerney, Jerry","Jerry McNerney","Representative","CA","D","HSIF03","Energy and Power","Member",2,32752
"McNerney, Jerry","Jerry McNerney","Representative","CA","D","HSIF16","Communications and Technology","Member",11,32752
"McNerney, Jerry","Jerry McNerney","Representative","CA","D","HSIF18","Environment and the Economy","Member",7,32752
"McNerney, Jerry","Jerry McNerney","Representative","CA","D","HSVR","House Committee on Veterans' Affairs","Member",10,32752
"McNerney, Jerry","Jerry McNerney","Representative","CA","D","HSVR10","Economic Opportunity","Member",4,32752
"Meng, Grace","Grace Meng","Representative","NY","D","HSFA","House Committee on Foreign Affairs","Member",14,2036
"Meng, Grace","Grace Meng","Representative","NY","D","HSFA05","Asia and the Pacific","Member",6,2036
"Meng, Grace","Grace Meng","Representative","NY","D","HSFA13","The Middle East and North Africa","Member",6,2036
"Meng, Grace","Grace Meng","Representative","NY","D","HSSM","House Committee on Small Business","Member",5,2036
"Meng, Grace","Grace Meng","Representative","NY","D","HSSM25","Agriculture, Energy and Trade","Ranking Member",1,2036
"Mica, John L","John L. Mica","Representative","FL","R","HSGO","House Committee on Oversight and Government Reform","Member",2,177
"Mica, John L","John L. Mica","Representative","FL","R","HSGO06","National Security","Member",2,177
"Mica, John L","John L. Mica","Representative","FL","R","HSGO29","Transportation and Public Assets","Chair",1,177
"Mica, John L","John L. Mica","Representative","FL","R","HSPW","House Committee on Transportation and Infrastructure","Member",4,177
"Mica, John L","John L. Mica","Representative","FL","R","HSPW05","Aviation","Member",4,177
"Mica, John L","John L. Mica","Representative","FL","R","HSPW12","Highways and Transit","Member",4,177
"Mica, John L","John L. Mica","Representative","FL","R","HSPW14","Railroads, Pipelines, and Hazardous Materials","Member",3,177
"Poliquin, Bruce","Bruce Poliquin","Representative","ME","R","HSBA","House Committee on Financial Services","Member",31,32752
"Poliquin, Bruce","Bruce Poliquin","Representative","ME","R","HSBA09","Oversight and Investigations","Member",11,32752
"Poliquin, Bruce","Bruce Poliquin","Representative","ME","R","HSBA16","Capital Markets and Government Sponsored Enterprises","Member",16,32752
"Coats, Dan","Daniel Coats","Senator","IN","R","JSEC","Joint Economic Committee","Chairman",1,131
"Coats, Dan","Daniel Coats","Senator","IN","R","SLIN","Senate Select Committee on Intelligence","Member",3,131
"Coats, Dan","Daniel Coats","Senator","IN","R","SSFI","Senate Committee on Finance","Member",12,131
"Coats, Dan","Daniel Coats","Senator","IN","R","SSFI10","Health Care","Member",6,131
"Coats, Dan","Daniel Coats","Senator","IN","R","SSFI11","Taxation and IRS Oversight","Member",9,131
"Coats, Dan","Daniel Coats","Senator","IN","R","SSFI12","Energy, Natural Resources, and Infrastructure","Chairman",1,131
"Heller, Dean","Dean Heller","Senator","NV","R","SPAG","Senate Special Committee on Aging","Member",7,4083
"Heller, Dean","Dean Heller","Senator","NV","R","SSBK","Senate Committee on Banking, Housing, and Urban Affairs","Member",7,4083
"Heller, Dean","Dean Heller","Senator","NV","R","SSBK08","Financial Institutions and Consumer Protection","Member",3,4083
"Heller, Dean","Dean Heller","Senator","NV","R","SSBK09","Housing, Transportation, and Community Development","Member",3,4083
"Heller, Dean","Dean Heller","Senator","NV","R","SSBK12","Economic Policy","Chairman",1,4083
"Heller, Dean","Dean Heller","Senator","NV","R","SSCM","Senate Committee on Commerce, Science, and Transportation","Member",11,4083
"Heller, Dean","Dean Heller","Senator","NV","R","SSCM01","Aviation Operations, Safety, and Security","Member",10,4083
"Heller, Dean","Dean Heller","Senator","NV","R","SSCM20","Consumer Protection, Product Safety, Insurance, and Data Security","Member",5,4083
"Heller, Dean","Dean Heller","Senator","NV","R","SSCM25","Surface Transportation and Merchant Marine Infrastructure, Safety and Security","Member",8,4083
"Heller, Dean","Dean Heller","Senator","NV","R","SSCM26","Communications, Technology, Innovation, and the Internet","Member",10,4083
"Heller, Dean","Dean Heller","Senator","NV","R","SSFI","Senate Committee on Finance","Member",13,4083
"Heller, Dean","Dean Heller","Senator","NV","R","SSFI02","Social Security, Pensions, and Family Policy","Chairman",1,4083
"Heller, Dean","Dean Heller","Senator","NV","R","SSFI10","Health Care","Member",7,4083
"Heller, Dean","Dean Heller","Senator","NV","R","SSFI11","Taxation and IRS Oversight","Member",10,4083
"Heller, Dean","Dean Heller","Senator","NV","R","SSVA","Senate Committee on Veterans' Affairs","Member",4,4083
"Manchin, Joe","Joe Manchin, III","Senator","WV","D","SSAS","Senate Committee on Armed Services","Member",4,4083
"Manchin, Joe","Joe Manchin, III","Senator","WV","D","SSAS14","Airland","Ranking Member",1,4083
"Manchin, Joe","Joe Manchin, III","Senator","WV","D","SSAS16","Strategic Forces","Member",3,4083
"Manchin, Joe","Joe Manchin, III","Senator","WV","D","SSAS20","Emerging Threats and Capabilities","Member",2,4083
"Manchin, Joe","Joe Manchin, III","Senator","WV","D","SSCM","Senate Committee on Commerce, Science, and Transportation","Member",10,4083
"Manchin, Joe","Joe Manchin, III","Senator","WV","D","SSCM01","Aviation Operations, Safety, and Security","Member",8,4083
"Manchin, Joe","Joe Manchin, III","Senator","WV","D","SSCM26","Communications, Technology, Innovation, and the Internet","Member",9,4083
"Manchin, Joe","Joe Manchin, III","Senator","WV","D","SSEG","Senate Committee on Energy and Natural Resources","Member",6,4083
"Manchin, Joe","Joe Manchin, III","Senator","WV","D","SSEG01","Energy","Ranking Member",1,4083
"Manchin, Joe","Joe Manchin, III","Senator","WV","D","SSEG03","Public Lands, Forests, and Mining","Member",4,4083
"Manchin, Joe","Joe Manchin, III","Senator","WV","D","SSEG07","Water and Power","Member",5,4083
"Manchin, Joe","Joe Manchin, III","Senator","WV","D","SSVA","Senate Committee on Veterans' Affairs","Member",7,4083
"Sasse, Ben","Ben Sasse","Senator","NE","R","JSEC","Joint Economic Committee","Member",4,1013
"Sasse, Ben","Ben Sasse","Senator","NE","R","SPAG","Senate Special Committee on Aging","Member",11,1013
"Sasse, Ben","Ben Sasse","Senator","NE","R","SSAF","Senate Committee on Agriculture, Nutrition, and Forestry","Member",9,1013
"Sasse, Ben","Ben Sasse","Senator","NE","R","SSAF14","Conservation, Forestry and Natural Resources","Member",5,1013
"Sasse, Ben","Ben Sasse","Senator","NE","R","SSAF16","Nutrition, Specialty Crops, and Agricultural Research","Member",6,1013
"Sasse, Ben","Ben Sasse","Senator","NE","R","SSAF17","Livestock, Marketing and Agriculture Security","Chairman",1,1013
"Sasse, Ben","Ben Sasse","Senator","NE","R","SSBK","Senate Committee on Banking, Housing, and Urban Affairs","Member",9,1013
"Sasse, Ben","Ben Sasse","Senator","NE","R","SSBK04","Securities, Insurance, and Investment","Member",7,1013
"Sasse, Ben","Ben Sasse","Senator","NE","R","SSBK05","National Security and International Trade and Finance","Member",3,1013
"Sasse, Ben","Ben Sasse","Senator","NE","R","SSBK12","Economic Policy","Member",5,1013
"Sasse, Ben","Ben Sasse","Senator","NE","R","SSGA","Senate Committee on Homeland Security and Governmental Affairs","Member",9,1013
"Sasse, Ben","Ben Sasse","Senator","NE","R","SSGA01","Permanent Subcommittee on Investigations","Member",6,1013
"Sasse, Ben","Ben Sasse","Senator","NE","R","SSGA18","Federal Spending Oversight and Emergency Management","Member",6,1013
"Sasse, Ben","Ben Sasse","Senator","NE","R","SSGA19","Regulatory Affairs and Federal Management","Member",6,1013
"Cuellar, Henry","Henry Cuellar","Representative","TX","D","HSAP","House Committee on Appropriations","Member",18,16369
"Cuellar, Henry","Henry Cuellar","Representative","TX","D","HSAP15","Homeland Security","Member",3,16369
"Cuellar, Henry","Henry Cuellar","Representative","TX","D","HSAP20","Transportation, and Housing and Urban Development, and Related Agencies","Member",4,16369
"Herrera Beutler, Jaime","Jaime Herrera Beutler","Representative","WA","R","HSAP","House Committee on Appropriations","Member",19,4194281
"Herrera Beutler, Jaime","Jaime Herrera Beutler","Representative","WA","R","HSAP10","Energy and Water Development, and Related Agencies","Member",7,4194281
"Herrera Beutler, Jaime","Jaime Herrera Beutler","Representative","WA","R","HSAP19","Commerce, Justice, Science, and Related Agencies","Member",4,4194281
"Herrera Beutler, Jaime","Jaime Herrera Beutler","Representative","WA","R","HSAP23","Financial Services and General Government","Vice Chair",5,4194281
"Cardin, Ben","Benjamin L. Cardin","Senator","MD","D","JCSE","Commission on Security and Cooperation in Europe","Member",1,132
"Cardin, Ben","Benjamin L. Cardin","Senator","MD","D","SSEV","Senate Committee on Environment and Public Works","Member",3,132
"Cardin, Ben","Benjamin L. Cardin","Senator","MD","D","SSEV08","Transportation and Infrastructure","Member",3,132
"Cardin, Ben","Benjamin L. Cardin","Senator","MD","D","SSEV10","Clean Air and Nuclear Safety","Member",2,132
"Cardin, Ben","Benjamin L. Cardin","Senator","MD","D","SSEV15","Fisheries, Water, and Wildlife","Member",3,132
"Cardin, Ben","Benjamin L. Cardin","Senator","MD","D","SSFI","Senate Committee on Finance","Member",8,132
"Cardin, Ben","Benjamin L. Cardin","Senator","MD","D","SSFI10","Health Care","Member",4,132
"Cardin, Ben","Benjamin L. Cardin","Senator","MD","D","SSFI11","Taxation and IRS Oversight","Member",6,132
"Cardin, Ben","Benjamin L. Cardin","Senator","MD","D","SSFR","Senate Committee on Foreign Relations","Ranking Member",1,132
"Cardin, Ben","Benjamin L. Cardin","Senator","MD","D","SSFR01","Europe and Regional Security Cooperation","Ex Officio",5,132
"Cardin, Ben","Benjamin L. Cardin","Senator","MD","D","SSFR02","East Asia, the Pacific, and International Cybersecurity Policy","Ranking Member",1,132
"Cardin, Ben","Benjamin L. Cardin","Senator","MD","D","SSFR06","Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues","Ex Officio",5,132
"Cardin, Ben","Benjamin L. Cardin","Senator","MD","D","SSFR07","Near East, South Asia, Central Asia, and Counterterrorism","Member",2,132
"Cardin, Ben","Benjamin L. Cardin","Senator","MD","D","SSFR09","Africa and Global Health Policy","Member",4,132
"Cardin, Ben","Benjamin L. Cardin","Senator","MD","D","SSFR14","State Department and USAID Management, International Operations, and Bilateral International Development","Ex Officio",5,132
"Cardin, Ben","Benjamin L. Cardin","Senator","MD","D","SSFR15","Multilateral International Development, Multilateral Institutions, and International Economic, Energy, and Environmental Policy","Ex Officio",5,132
"Cardin, Ben","Benjamin L. Cardin","Senator","MD","D","SSSB","Senate Committee on Small Business and Entrepreneurship","Member",3,132
"Gillibrand, Kirsten","Kirsten E. Gillibrand","Senator","NY","D","SPAG","Senate Special Committee on Aging","Member",5,2538
"Gillibrand, Kirsten","Kirsten E. Gillibrand","Senator","NY","D","SSAF","Senate Committee on Agriculture, Nutrition, and Forestry","Member",6,2538
"Gillibrand, Kirsten","Kirsten E. Gillibrand","Senator","NY","D","SSAF13","Commodities, Risk Management and Trade","Member",4,2538
"Gillibrand, Kirsten","Kirsten E. Gillibrand","Senator","NY","D","SSAF16","Nutrition, Specialty Crops, and Agricultural Research","Member",4,2538
"Gillibrand, Kirsten","Kirsten E. Gillibrand","Senator","NY","D","SSAF17","Livestock, Marketing and Agriculture Security","Ranking Member",1,2538
"Gillibrand, Kirsten","Kirsten E. Gillibrand","Senator","NY","D","SSAS","Senate Committee on Armed Services","Member",6,2538
"Gillibrand, Kirsten","Kirsten E. Gillibrand","Senator","NY","D","SSAS14","Airland","Member",3,2538
"Gillibrand, Kirsten","Kirsten E. Gillibrand","Senator","NY","D","SSAS17","Personnel","Ranking Member",1,2538
"Gillibrand, Kirsten","Kirsten E. Gillibrand","Senator","NY","D","SSAS20","Emerging Threats and Capabilities","Member",4,2538
"Gillibrand, Kirsten","Kirsten E. Gillibrand","Senator","NY","D","SSEV","Senate Committee on Environment and Public Works","Member",7,2538
"Gillibrand, Kirsten","Kirsten E. Gillibrand","Senator","NY","D","SSEV08","Transportation and Infrastructure","Member",7,2538
"Gillibrand, Kirsten","Kirsten E. Gillibrand","Senator","NY","D","SSEV15","Fisheries, Water, and Wildlife","Member",5,2538
"Young, Todd","Todd C. Young","Senator","IN","R","HSWM","House Committee on Ways and Means","Member",16,114
"Young, Todd","Todd C. Young","Senator","IN","R","HSWM04","Trade","Member",8,114
"Young, Todd","Todd C. Young","Senator","IN","R","HSWM05","Tax Policy","Member",5,114
"Joyce, David P","David P. Joyce","Representative","OH","R","HSAP","House Committee on Appropriations","Member",20,367
"Joyce, David P","David P. Joyce","Representative","OH","R","HSAP06","Interior, Environment, and Related Agencies","Member",4,367
"Joyce, David P","David P. Joyce","Representative","OH","R","HSAP18","Military Construction, Veterans Affairs, and Related Agencies","Member",6,367
"Joyce, David P","David P. Joyce","Representative","OH","R","HSAP20","Transportation, and Housing and Urban Development, and Related Agencies","Member",2,367
"Boyle, Brendan","Brendan F. Boyle","Representative","PA","D","HSFA","House Committee on Foreign Affairs","Member",19,559
"Boyle, Brendan","Brendan F. Boyle","Representative","PA","D","HSFA13","The Middle East and North Africa","Member",8,559
"Boyle, Brendan","Brendan F. Boyle","Representative","PA","D","HSGO","House Committee on Oversight and Government Reform","Member",16,559
"Boyle, Brendan","Brendan F. Boyle","Representative","PA","D","HSGO27","Health Care, Benefits and Administrative Rules","Member",5,559
"Boyle, Brendan","Brendan F. Boyle","Representative","PA","D","HSGO29","Transportation and Public Assets","Member",4,559
"Nadler, Jerrold","Jerrold Nadler","Representative","NY","D","HSJU","House Committee on the Judiciary","Member",2,32752
"Nadler, Jerrold","Jerrold Nadler","Representative","NY","D","HSJU03","Courts, Intellectual Property, and the Internet","Ranking Member",1,32752
"Nadler, Jerrold","Jerrold Nadler","Representative","NY","D","HSJU10","The Constitution and Civil Justice","Member",2,32752
"Nadler, Jerrold","Jerrold Nadler","Representative","NY","D","HSPW","House Committee on Transportation and Infrastructure","Member",3,32752
"Nadler, Jerrold","Jerrold Nadler","Representative","NY","D","HSPW12","Highways and Transit","Member",2,32752
"Nadler, Jerrold","Jerrold Nadler","Representative","NY","D","HSPW14","Railroads, Pipelines, and Hazardous Materials","Member",4,32752
"Rice, Kathleen","Kathleen M. Rice","Representative","NY","D","HSHM","House Committee on Homeland Security","Member",11,1039
"Rice, Kathleen","Kathleen M. Rice","Representative","NY","D","HSHM07","Transportation Security","Ranking Member",1,1039
