"name","name-matched","type","state","party","committee-id","committee","title","rank","score"
"Crapo, Mike","Mike Crapo","Senator","ID","R","JSTX","Joint Committee on Taxation","Member",3,2036
"Crapo, Mike","Mike Crapo","Senator","ID","R","SLIA","Senate Committee on Indian Affairs","Member",7,2036
"Crapo, Mike","Mike Crapo","Senator","ID","R","SSBK","Senate Committee on Banking, Housing, and Urban Affairs","Member",2,2036
"Crapo, Mike","Mike Crapo","Senator","ID","R","SSBK04","Securities, Insurance, and Investment","Chairman",1,2036
"Crapo, Mike","Mike Crapo","Senator","ID","R","SSBK08","Financial Institutions and Consumer Protection","Member",2,2036
"Crapo, Mike","Mike Crapo","Senator","ID","R","SSBK09","Housing, Transportation, and Community Development","Member",2,2036
"Crapo, Mike","Mike Crapo","Senator","ID","R","SSBU","Senate Committee on the Budget","Member",4,2036
"Crapo, Mike","Mike Crapo","Senator","ID","R","SSEV","Senate Committee on Environment and Public Works","Member",5,2036
"Crapo, Mike","Mike Crapo","Senator","ID","R","SSEV08","Transportation and Infrastructure","Member",4,2036
"Crapo, Mike","Mike Crapo","Senator","ID","R","SSEV09","Superfund, Waste Management, and Regulatory Oversight","Ranking Member",3,2036
"Crapo, Mike","Mike Crapo","Senator","ID","R","SSEV10","Clean Air and Nuclear Safety","Member",4,2036
"Crapo, Mike","Mike Crapo","Senator","ID","R","SSFI","Senate Committee on Finance","Member",3,2036
"Crapo, Mike","Mike Crapo","Senator","ID","R","SSFI11","Taxation and IRS Oversight","Chairman",1,2036
"Crapo, Mike","Mike Crapo","Senator","ID","R","SSFI12","Energy, Natural Resources, and Infrastructure","Member",3,2036
"Crapo, Mike","Mike Crapo","Senator","ID","R","SSFI14","Fiscal Responsibility and Economic Growth","Member",2,2036
"Toomey, Pat","Patrick J. Toomey","Senator","PA","R","SSBK","Senate Committee on Banking, Housing, and Urban Affairs","Member",5,132
"Toomey, Pat","Patrick J. Toomey","Senator","PA","R","SSBK04","Securities, Insurance, and Investment","Member",4,132
"Toomey, Pat","Patrick J. Toomey","Senator","PA","R","SSBK08","Financial Institutions and Consumer Protection","Chairman",1,132
"Toomey, Pat","Patrick J. Toomey","Senator","PA","R","SSBK12","Economic Policy","Member",2,132
"Toomey, Pat","Patrick J. Toomey","Senator","PA","R","SSBU","Senate Committee on the Budget","Member",7,132
"Toomey, Pat","Patrick J. Toomey","Senator","PA","R","SSFI","Senate Committee on Finance","Member",11,132
"Toomey, Pat","Patrick J. Toomey","Senator","PA","R","SSFI02","Social Security, Pensions, and Family Policy","Member",3,132
"Toomey, Pat","Patrick J. Toomey","Senator","PA","R","SSFI10","Health Care","Chairman",1,132
"Toomey, Pat","Patrick J. Toomey","Senator","PA","R","SSFI11","Taxation and IRS Oversight","Member",8,132
"Murray, Patty","Patty Murray","Senator","WA","D","SSAP","Senate Committee on Appropriations","Member",3,8178
"Murray, Patty","Patty Murray","Senator","WA","D","SSAP02","Department of Defense","Member",5,8178
"Murray, Patty","Patty Murray","Senator","WA","D","SSAP14","Department of Homeland Security","Member",3,8178
"Murray, Patty","Patty Murray","Senator","WA","D","SSAP18","Departments of Labor, Health and Human Services, and Education, and Related Agencies","Ranking Member",1,8178
"Murray, Patty","Patty Murray","Senator","WA","D","SSAP19","Military Construction and Veterans Affairs, and Related Agencies","Member",2,8178
"Murray, Patty","Patty Murray","Senator","WA","D","SSAP22","Energy and Water Development","Member",2,8178
"Murray, Patty","Patty Murray","Senator","WA","D","SSAP24","Transportation, Housing and Urban Development, and Related Agencies","Member",3,8178
"Murray, Patty","Patty Murray","Senator","WA","D","SSBU","Senate Committee on the Budget","Member",2,8178
"Murray, Patty","Patty Murray","Senator","WA","D","SSHR","Senate Committee on Health, Education, Labor, and Pensions","Ranking Member",1,8178
"Murray, Patty","Patty Murray","Senator","WA","D","SSHR09","Children and Families","Ex Officio",6,8178
"Murray, Patty","Patty Murray","Senator","WA","D","SSHR11","Employment and Workplace Safety","Ex Officio",5,8178
"Murray, Patty","Patty Murray","Senator","WA","D","SSHR12","Primary Health and Retirement Security","Ex Officio",8,8178
"Murray, Patty","Patty Murray","Senator","WA","D","SSVA","Senate Committee on Veterans' Affairs","Member",2,8178
"Schumer, Charles E","Charles E. Schumer","Senator","NY","D","JSLC","Joint Committee on the Library","Member",1,1515
"Schumer, Charles E","Charles E. Schumer","Senator","NY","D","JSPR","Joint Committee on Printing","Member",1,1515
"Schumer, Charles E","Charles E. Schumer","Senator","NY","D","SCNC","United States Senate Caucus on International Narcotics Control","Member",2,1515
"Schumer, Charles E","Charles E. Schumer","Senator","NY","D","SSBK","Senate Committee on Banking, Housing, and Urban Affairs","Member",3,1515
"Schumer, Charles E","Charles E. Schumer","Senator","NY","D","SSBK04","Securities, Insurance, and Investment","Member",3,1515
"Schumer, Charles E","Charles E. Schumer","Senator","NY","D","SSBK08","Financial Institutions and Consumer Protection","Member",3,1515
"Schumer, Charles E","Charles E. Schumer","Senator","NY","D","SSBK09","Housing, Transportation, and Community Development","Member",3,1515
"Schumer, Charles E","Charles E. Schumer","Senator","NY","D","SSFI","Senate Committee on Finance","Member",2,1515
"Schumer, Charles E","Charles E. Schumer","Senator","NY","D","SSFI02","Social Security, Pensions, and Family Policy","Member",2,1515
"Schumer, Charles E","Charles E. Schumer","Senator","NY","D","SSFI11","Taxation and IRS Oversight","Member",2,1515
"Schumer, Charles E","Charles E. Schumer","Senator","NY","D","SSFI13","International Trade, Customs, and Global Competitiveness","Member",2,1515
"Schumer, Charles E","Charles E. Schumer","Senator","NY","D","SSJU","Senate Committee on the Judiciary","Member",3,1515
"Schumer, Charles E","Charles E. Schumer","Senator","NY","D","SSJU04","Immigration and the National Interest","Ranking Member",1,1515
"Schumer, Charles E","Charles E. Schumer","Senator","NY","D","SSJU22","Crime and Terrorism","Member",2,1515
"Schumer, Charles E","Charles E. Schumer","Senator","NY","D","SSJU23","Privacy, Technology and the Law","Member",3,1515
"Schumer, Charles E","Charles E. Schumer","Senator","NY","D","SSJU25","Oversight, Agency Action, Federal Rights and Federal Courts","Member",4,1515
"Schumer, Charles E","Charles E. Schumer","Senator","NY","D","SSRA","Senate Committee on Rules and Administration","Ranking Member",1,1515
"Blunt, Roy","Roy Blunt","Senator","MO","R","JSLC","Joint Committee on the Library","Chairman",1,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R","JSPR","Joint Committee on Printing","Vice Chairman",1,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R","SLIN","Senate Select Committee on Intelligence","Member",6,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R","SSAP","Senate Committee on Appropriations","Member",9,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R","SSAP01","Agriculture, Rural Development, Food and Drug Administration, and Related Agencies","Member",2,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R","SSAP02","Department of Defense","Member",8,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R","SSAP17","Department of the Interior, Environment, and Related Agencies","Member",4,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R","SSAP18","Departments of Labor, Health and Human Services, and Education, and Related Agencies","Chairman",1,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R","SSAP20","State, Foreign Operations, and Related Programs","Member",4,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R","SSAP24","Transportation, Housing and Urban Development, and Related Agencies","Member",5,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R","SSCM","Senate Committee on Commerce, Science, and Transportation","Member",3,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R","SSCM01","Aviation Operations, Safety, and Security","Member",3,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R","SSCM20","Consumer Protection, Product Safety, Insurance, and Data Security","Member",2,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R","SSCM25","Surface Transportation and Merchant Marine Infrastructure, Safety and Security","Member",3,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R","SSCM26","Communications, Technology, Innovation, and the Internet","Member",2,1013
"Blunt, Roy","Roy Blunt","Senator","MO","R","SSRA","Senate Committee on Rules and Administration","Chairman",1,1013
"Burr, Richard","Richard Burr","Senator","NC","R","JCSE","Commission on Security and Cooperation in Europe","Member",2,8178
"Burr, Richard","Richard Burr","Senator","NC","R","SLIN","Senate Select Committee on Intelligence","Chairman",1,8178
"Burr, Richard","Richard Burr","Senator","NC","R","SSFI","Senate Committee on Finance","Member",8,8178
"Burr, Richard","Richard Burr","Senator","NC","R","SSFI10","Health Care","Member",5,8178
"Burr, Richard","Richard Burr","Senator","NC","R","SSFI12","Energy, Natural Resources, and Infrastructure","Member",7,8178
"Burr, Richard","Richard Burr","Senator","NC","R","SSFI14","Fiscal Responsibility and Economic Growth","Member",3,8178
"Burr, Richard","Richard Burr","Senator","NC","R","SSHR","Senate Committee on Health, Education, Labor, and Pensions","Member",3,8178
"Burr, Richard","Richard Burr","Senator","NC","R","SSHR09","Children and Families","Member",3,8178
"Burr, Richard","Richard Burr","Senator","NC","R","SSHR12","Primary Health and Retirement Security","Member",2,8178
"Graves, Sam","Sam Graves","Representative","MO","R","HSAS","House Committee on Armed Services","Member",30,2036
"Graves, Sam","Sam Graves","Representative","MO","R","HSAS03","Readiness","Member",11,2036
"Graves, Sam","Sam Graves","Representative","MO","R","HSAS25","Tactical Air and Land Forces","Member",8,2036
"Graves, Sam","Sam Graves","Representative","MO","R","HSPW","House Committee on Transportation and Infrastructure","Member",6,2036
"Graves, Sam","Sam Graves","Representative","MO","R","HSPW05","Aviation","Member",5,2036
"Graves, Sam","Sam Graves","Representative","MO","R","HSPW12","Highways and Transit","Chair",1,2036
"Graves, Sam","Sam Graves","Representative","MO","R","HSPW14","Railroads, Pipelines, and Hazardous Materials","Member",4,2036
"Tiberi, Patrick J","Patrick J. Tiberi","Representative","OH","R","HSWM","House Committee on Ways and Means","Member",4,1260
"Tiberi, Patrick J","Patrick J. Tiberi","Representative","OH","R","HSWM02","Health","Chair",2,1260
"Tiberi, Patrick J","Patrick J. Tiberi","Representative","OH","R","HSWM05","Tax Policy","Member",3,1260
"Walden, Greg","Greg Walden","Representative","OR","R","HSIF","House Committee on Energy and Commerce","Member",6,4083
"Walden, Greg","Greg Walden","Representative","OR","R","HSIF16","Communications and Technology","Chair",1,4083
"Wyden, Ron","Ron Wyden","Senator","OR","D","JSTX","Joint Committee on Taxation","Member",1,1013
"Wyden, Ron","Ron Wyden","Senator","OR","D","SLIN","Senate Select Committee on Intelligence","Member",2,1013
"Wyden, Ron","Ron Wyden","Senator","OR","D","SSBU","Senate Committee on the Budget","Member",3,1013
"Wyden, Ron","Ron Wyden","Senator","OR","D","SSEG","Senate Committee on Energy and Natural Resources","Member",2,1013
"Wyden, Ron","Ron Wyden","Senator","OR","D","SSEG03","Public Lands, Forests, and Mining","Ranking Member",1,1013
"Wyden, Ron","Ron Wyden","Senator","OR","D","SSEG04","National Parks","Member",2,1013
"Wyden, Ron","Ron Wyden","Senator","OR","D","SSEG07","Water and Power","Member",2,1013
"Wyden, Ron","Ron Wyden","Senator","OR","D","SSFI","Senate Committee on Finance","Ranking Member",1,1013
"Wyden, Ron","Ron Wyden","Senator","OR","D","SSFI02","Social Security, Pensions, and Family Policy","Ex Officio",3,1013
"Wyden, Ron","Ron Wyden","Senator","OR","D","SSFI10","Health Care","Ex Officio",7,1013
"Wyden, Ron","Ron Wyden","Senator","OR","D","SSFI11","Taxation and IRS Oversight","Member",9,1013
"Wyden, Ron","Ron Wyden","Senator","OR","D","SSFI12","Energy, Natural Resources, and Infrastructure","Ex Officio",6,1013
"Wyden, Ron","Ron Wyden","Senator","OR","D","SSFI13","International Trade, Customs, and Global Competitiveness","Ranking Member",1,1013
"Wyden, Ron","Ron Wyden","Senator","OR","D","SSFI14","Fiscal Responsibility and Economic Growth","Ex Officio",2,1013
"Swalwell, Eric","Eric Swalwell","Representative","CA","D","HLIG","House Permanent Select Committee on Intelligence","Member",8,16369
"Swalwell, Eric","Eric Swalwell","Representative","CA","D","HLIG01","Central Intelligence Agency","Ranking Member",1,16369
"Swalwell, Eric","Eric Swalwell","Representative","CA","D","HLIG04","Department of Defense Intelligence and Overhead Architecture","Member",3,16369
"Swalwell, Eric","Eric Swalwell","Representative","CA","D","HSSY","House Committee on Science, Space, and Technology","Member",6,16369
"Swalwell, Eric","Eric Swalwell","Representative","CA","D","HSSY15","Research and Technology","Member",6,16369
"Swalwell, Eric","Eric Swalwell","Representative","CA","D","HSSY20","Energy","Member",2,16369
"Hatch, Orrin G","Orrin G. Hatch","Senator","UT","R","JSTX","Joint Committee on Taxation","Chairman",1,367
"Hatch, Orrin G","Orrin G. Hatch","Senator","UT","R","SPAG","Senate Special Committee on Aging","Member",2,367
"Hatch, Orrin G","Orrin G. Hatch","Senator","UT","R","SSFI","Senate Committee on Finance","Chairman",1,367
"Hatch, Orrin G","Orrin G. Hatch","Senator","UT","R","SSFI02","Social Security, Pensions, and Family Policy","Ex Officio",5,367
"Hatch, Orrin G","Orrin G. Hatch","Senator","UT","R","SSFI10","Health Care","Ex Officio",9,367
"Hatch, Orrin G","Orrin G. Hatch","Senator","UT","R","SSFI11","Taxation and IRS Oversight","Ex Officio",12,367
"Hatch, Orrin G","Orrin G. Hatch","Senator","UT","R","SSFI12","Energy, Natural Resources, and Infrastructure","Ex Officio",8,367
"Hatch, Orrin G","Orrin G. Hatch","Senator","UT","R","SSFI13","International Trade, Customs, and Global Competitiveness","Ex Officio",7,367
"Hatch, Orrin G","Orrin G. Hatch","Senator","UT","R","SSFI14","Fiscal Responsibility and Economic Growth","Ex Officio",4,367
"Hatch, Orrin G","Orrin G. Hatch","Senator","UT","R","SSHR","Senate Committee on Health, Education, Labor, and Pensions","Member",10,367
"Hatch, Orrin G","Orrin G. Hatch","Senator","UT","R","SSHR09","Children and Families","Member",5,367
"Hatch, Orrin G","Orrin G. Hatch","Senator","UT","R","SSHR12","Primary Health and Retirement Security","Member",6,367
"Hatch, Orrin G","Orrin G. Hatch","Senator","UT","R","SSJU","Senate Committee on the Judiciary","Member",2,367
"Hatch, Orrin G","Orrin G. Hatch","Senator","UT","R","SSJU01","Antitrust, Competition Policy and Consumer Rights","Member",5,367
"Hatch, Orrin G","Orrin G. Hatch","Senator","UT","R","SSJU23","Privacy, Technology and the Law","Member",2,367
"Hatch, Orrin G","Orrin G. Hatch","Senator","UT","R","SSJU25","Oversight, Agency Action, Federal Rights and Federal Courts","Member",3,367
"Kirk, Mark","Mark Kirk","Senator","IL","R","SPAG","Senate Special Committee on Aging","Member",3,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R","SSAP","Senate Committee on Appropriations","Member",8,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R","SSAP08","Legislative Branch","Member",2,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R","SSAP16","Commerce, Justice, Science, and Related Agencies","Member",6,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R","SSAP18","Departments of Labor, Health and Human Services, and Education, and Related Agencies","Member",7,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R","SSAP19","Military Construction and Veterans Affairs, and Related Agencies","Chairman",1,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R","SSAP20","State, Foreign Operations, and Related Programs","Member",3,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R","SSAP24","Transportation, Housing and Urban Development, and Related Agencies","Member",4,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R","SSBK","Senate Committee on Banking, Housing, and Urban Affairs","Member",6,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R","SSBK04","Securities, Insurance, and Investment","Member",5,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R","SSBK05","National Security and International Trade and Finance","Chairman",1,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R","SSBK08","Financial Institutions and Consumer Protection","Member",7,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R","SSHR","Senate Committee on Health, Education, Labor, and Pensions","Member",8,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R","SSHR09","Children and Families","Member",4,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R","SSHR11","Employment and Workplace Safety","Member",4,1013
"Kirk, Mark","Mark Kirk","Senator","IL","R","SSHR12","Primary Health and Retirement Security","Member",4,1013
"Whitfield, Ed","Ed Whitfield","Representative","KY","R","HSIF","House Committee on Energy and Commerce","Member",3,8178
"Whitfield, Ed","Ed Whitfield","Representative","KY","R","HSIF03","Energy and Power","Chair",1,8178
"Whitfield, Ed","Ed Whitfield","Representative","KY","R","HSIF14","Health","Member",3,8178
"Whitfield, Ed","Ed Whitfield","Representative","KY","R","HSIF18","Environment and the Economy","Member",3,8178
"Portman, Rob","Rob Portman","Senator","OH","R","SSBU","Senate Committee on the Budget","Member",6,4083
"Portman, Rob","Rob Portman","Senator","OH","R","SSEG","Senate Committee on Energy and Natural Resources","Member",9,4083
"Portman, Rob","Rob Portman","Senator","OH","R","SSEG01","Energy","Member",8,4083
"Portman, Rob","Rob Portman","Senator","OH","R","SSEG04","National Parks","Member",2,4083
"Portman, Rob","Rob Portman","Senator","OH","R","SSEG07","Water and Power","Member",7,4083
"Portman, Rob","Rob Portman","Senator","OH","R","SSFI","Senate Committee on Finance","Member",10,4083
"Portman, Rob","Rob Portman","Senator","OH","R","SSFI11","Taxation and IRS Oversight","Member",7,4083
"Portman, Rob","Rob Portman","Senator","OH","R","SSFI13","International Trade, Customs, and Global Competitiveness","Member",6,4083
"Portman, Rob","Rob Portman","Senator","OH","R","SSFI14","Fiscal Responsibility and Economic Growth","Chairman",1,4083
"Portman, Rob","Rob Portman","Senator","OH","R","SSGA","Senate Committee on Homeland Security and Governmental Affairs","Member",3,4083
"Portman, Rob","Rob Portman","Senator","OH","R","SSGA01","Permanent Subcommittee on Investigations","Chairman",1,4083
"Portman, Rob","Rob Portman","Senator","OH","R","SSGA19","Regulatory Affairs and Federal Management","Member",3,4083
"Reed, Tom","Tom Reed","Representative","NY","R","HSWM","House Committee on Ways and Means","Member",15,502
"Reed, Tom","Tom Reed","Representative","NY","R","HSWM03","Human Resources","Member",6,502
"Reed, Tom","Tom Reed","Representative","NY","R","HSWM05","Tax Policy","Member",4,502
"Reed, Tom","Tom Reed","Representative","NY","R","HSWM06","Oversight","Member",5,502
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D","SPAG","Senate Special Committee on Aging","Member",6,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D","SSAS","Senate Committee on Armed Services","Member",7,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D","SSAS13","SeaPower","Member",4,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D","SSAS14","Airland","Member",4,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D","SSAS17","Personnel","Member",3,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D","SSCM","Senate Committee on Commerce, Science, and Transportation","Member",5,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D","SSCM01","Aviation Operations, Safety, and Security","Member",3,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D","SSCM20","Consumer Protection, Product Safety, Insurance, and Data Security","Ranking Member",1,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D","SSCM22","Oceans, Atmosphere, Fisheries, and Coast Guard","Member",3,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D","SSCM25","Surface Transportation and Merchant Marine Infrastructure, Safety and Security","Member",5,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D","SSCM26","Communications, Technology, Innovation, and the Internet","Member",5,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D","SSJU","Senate Committee on the Judiciary","Member",9,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D","SSJU01","Antitrust, Competition Policy and Consumer Rights","Member",4,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D","SSJU04","Immigration and the National Interest","Member",7,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D","SSJU25","Oversight, Agency Action, Federal Rights and Federal Courts","Member",7,524268
"Blumenthal, Richard","Richard Blumenthal","Senator","CT","D","SSVA","Senate Committee on Veterans' Affairs","Ranking Member",1,524268
"Davis, Rodney","Rodney Davis","Representative","IL","R","HSAG","House Committee on Agriculture","Member",17,8178
"Davis, Rodney","Rodney Davis","Representative","IL","R","HSAG03","Nutrition","Member",8,8178
"Davis, Rodney","Rodney Davis","Representative","IL","R","HSAG14","Biotechnology, Horticulture, and Research","Chair",1,8178
"Davis, Rodney","Rodney Davis","Representative","IL","R","HSAG22","Commodity Exchanges, Energy, and Credit","Member",7,8178
"Davis, Rodney","Rodney Davis","Representative","IL","R","HSHA","House Committee on House Administration","Member",4,8178
"Davis, Rodney","Rodney Davis","Representative","IL","R","HSPW","House Committee on Transportation and Infrastructure","Member",20,8178
"Davis, Rodney","Rodney Davis","Representative","IL","R","HSPW02","Water Resources and Environment","Member",9,8178
"Davis, Rodney","Rodney Davis","Representative","IL","R","HSPW05","Aviation","Member",11,8178
"Davis, Rodney","Rodney Davis","Representative","IL","R","HSPW12","Highways and Transit","Member",18,8178
"Brady, Kevin","Kevin Brady","Representative","TX","R","HSWM","House Committee on Ways and Means","Chair",1,4083
"Brady, Kevin","Kevin Brady","Representative","TX","R","JSEC","Joint Economic Committee","Chairman",1,4083
"Brady, Kevin","Kevin Brady","Representative","TX","R","JSTX","Joint Committee on Taxation","Member",3,4083
"Scott, Tim","Tim Scott","Senator","SC","R","SPAG","Senate Special Committee on Aging","Member",5,1013
"Scott, Tim","Tim Scott","Senator","SC","R","SSBK","Senate Committee on Banking, Housing, and Urban Affairs","Member",8,1013
"Scott, Tim","Tim Scott","Senator","SC","R","SSBK04","Securities, Insurance, and Investment","Member",6,1013
"Scott, Tim","Tim Scott","Senator","SC","R","SSBK08","Financial Institutions and Consumer Protection","Member",8,1013
"Scott, Tim","Tim Scott","Senator","SC","R","SSBK09","Housing, Transportation, and Community Development","Chairman",1,1013
"Scott, Tim","Tim Scott","Senator","SC","R","SSFI","Senate Committee on Finance","Member",14,1013
"Scott, Tim","Tim Scott","Senator","SC","R","SSFI02","Social Security, Pensions, and Family Policy","Member",4,1013
"Scott, Tim","Tim Scott","Senator","SC","R","SSFI10","Health Care","Member",8,1013
"Scott, Tim","Tim Scott","Senator","SC","R","SSFI11","Taxation and IRS Oversight","Member",11,1013
"Scott, Tim","Tim Scott","Senator","SC","R","SSHR","Senate Committee on Health, Education, Labor, and Pensions","Member",9,1013
"Scott, Tim","Tim Scott","Senator","SC","R","SSHR11","Employment and Workplace Safety","Member",3,1013
"Scott, Tim","Tim Scott","Senator","SC","R","SSHR12","Primary Health and Retirement Security","Member",5,1013
"Scott, Tim","Tim Scott","Senator","SC","R","SSSB","Senate Committee on Small Business and Entrepreneurship","Member",5,1013
"Isakson, Johnny","Johnny Isakson","Senator","GA","R","SLET","Senate Select Committee on Ethics","Chairman",1,32752
"Isakson, Johnny","Johnny Isakson","Senator","GA","R","SSFI","Senate Committee on Finance","Member",9,32752
"Isakson, Johnny","Johnny Isakson","Senator","GA","R","SSFI02","Social Security, Pensions, and Family Policy","Member",2,32752
"Isakson, Johnny","Johnny Isakson","Senator","GA","R","SSFI11","Taxation and IRS Oversight","Member",6,32752
"Isakson, Johnny","Johnny Isakson","Senator","GA","R","SSFI13","International Trade, Customs, and Global Competitiveness","Member",5,32752
"Isakson, Johnny","Johnny Isakson","Senator","GA","R","SSFR","Senate Committee on Foreign Relations","Member",8,32752
"Isakson, Johnny","Johnny Isakson","Senator","GA","R","SSFR02","East Asia, the Pacific, and International Cybersecurity Policy","Member",4,32752
"Isakson, Johnny","Johnny Isakson","Senator","GA","R","SSFR06","Western Hemisphere, Transnational Crime, Civilian Security, Democracy, Human Rights, and Global Women's Issues","Member",5,32752
"Isakson, Johnny","Johnny Isakson","Senator","GA","R","SSFR09","Africa and Global Health Policy","Member",2,32752
"Isakson, Johnny","Johnny Isakson","Senator","GA","R","SSFR14","State Department and USAID Management, International Operations, and Bilateral International Development","Member",3,32752
"Isakson, Johnny","Johnny Isakson","Senator","GA","R","SSHR","Senate Committee on Health, Education, Labor, and Pensions","Member",4,32752
"Isakson, Johnny","Johnny Isakson","Senator","GA","R","SSHR11","Employment and Workplace Safety","Chairman",1,32752
"Isakson, Johnny","Johnny Isakson","Senator","GA","R","SSVA","Senate Committee on Veterans' Affairs","Chairman",1,32752
"McMorris Rodgers, Cathy","Cathy McMorris Rodgers","Representative","WA","R","HSIF","House Committee on Energy and Commerce","Member",12,8388584
"McMorris Rodgers, Cathy","Cathy McMorris Rodgers","Representative","WA","R","HSIF14","Health","Member",8,8388584
"Butterfield, G K","G. K. Butterfield","Representative","NC","D","HSIF","House Committee on Energy and Commerce","Member",10,8183
"Butterfield, G K","G. K. Butterfield","Representative","NC","D","HSIF14","Health","Member",5,8183
"Butterfield, G K","G. K. Butterfield","Representative","NC","D","HSIF16","Communications and Technology","Member",9,8183
"Butterfield, G K","G. K. Butterfield","Representative","NC","D","HSIF17","Commerce, Manufacturing, and Trade","Member",6,8183
"DelBene, Suzan","Suzan K. DelBene","Representative","WA","D","HSAG","House Committee on Agriculture","Member",7,367
"DelBene, Suzan","Suzan K. DelBene","Representative","WA","D","HSAG03","Nutrition","Member",8,367
"DelBene, Suzan","Suzan K. DelBene","Representative","WA","D","HSAG14","Biotechnology, Horticulture, and Research","Ranking Member",1,367
"DelBene, Suzan","Suzan K. DelBene","Representative","WA","D","HSAG15","Conservation and Forestry","Member",4,367
"DelBene, Suzan","Suzan K. DelBene","Representative","WA","D","HSJU","House Committee on the Judiciary","Member",13,367
"DelBene, Suzan","Suzan K. DelBene","Representative","WA","D","HSJU03","Courts, Intellectual Property, and the Internet","Member",6,367
"DelBene, Suzan","Suzan K. DelBene","Representative","WA","D","HSJU05","Regulatory Reform, Commercial, and Antitrust Law","Member",2,367
"Stivers, Steve","Steve Stivers","Representative","OH","R","HSBA","House Committee on Financial Services","Member",16,16369
"Stivers, Steve","Steve Stivers","Representative","OH","R","HSBA04","Housing and Insurance","Member",8,16369
"Stivers, Steve","Steve Stivers","Representative","OH","R","HSBA16","Capital Markets and Government Sponsored Enterprises","Member",9,16369
"Stivers, Steve","Steve Stivers","Representative","OH","R","HSRU","House Committee on Rules","Member",6,16369
"Stivers, Steve","Steve Stivers","Representative","OH","R","HSRU04","Rules and Organization of the House","Chair",1,16369
"Meehan, Patrick","Patrick Meehan","Representative","PA","R","HSSO","House Committee on Ethics","Member",2,32752
"Meehan, Patrick","Patrick Meehan","Representative","PA","R","HSWM","House Committee on Ways and Means","Member",19,32752
"Meehan, Patrick","Patrick Meehan","Representative","PA","R","HSWM04","Trade","Member",10,32752
"Meehan, Patrick","Patrick Meehan","Representative","PA","R","HSWM06","Oversight","Member",2,32752
"Shelby, Richard C","Richard C. Shelby","Senator","AL","R","SSAP","Senate Committee on Appropriations","Member",3,1260
"Shelby, Richard C","Richard C. Shelby","Senator","AL","R","SSAP02","Department of Defense","Member",3,1260
"Shelby, Richard C","Richard C. Shelby","Senator","AL","R","SSAP14","Department of Homeland Security","Member",3,1260
"Shelby, Richard C","Richard C. Shelby","Senator","AL","R","SSAP16","Commerce, Justice, Science, and Related Agencies","Chairman",1,1260
"Shelby, Richard C","Richard C. Shelby","Senator","AL","R","SSAP18","Departments of Labor, Health and Human Services, and Education, and Related Agencies","Member",3,1260
"Shelby, Richard C","Richard C. Shelby","Senator","AL","R","SSAP22","Energy and Water Development","Member",4,1260
"Shelby, Richard C","Richard C. Shelby","Senator","AL","R","SSAP24","Transportation, Housing and Urban Development, and Related Agencies","Member",2,1260
